"filename", "language", "Python", "pip requirements", "JSON", "CSS", "Shell Script", "Markdown", "HTML", "Plain Text (PDF)", "XML", "Less", "SCSS", "comment", "blank", "total"
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/random.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/reload.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/resize-both.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/resize-height.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/resize-width.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/rss-alt.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/rss.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/script.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/share-boxed.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/share.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/shield.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/signal.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/signpost.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/sort-ascending.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/sort-descending.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/spreadsheet.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/star.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/sun.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/tablet.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/tag.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/tags.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/target.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/task.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/terminal.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/text.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/thumb-down.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/thumb-up.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/timer.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/transfer.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/trash.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/underline.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/vertical-align-bottom.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/vertical-align-center.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/vertical-align-top.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/video.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/volume-high.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/volume-low.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/volume-off.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/warning.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/wifi.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/wrench.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/x.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/yen.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/zoom-in.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"/Users/david/git/TDDD83/tddd83/prototyper/open-iconic/svg/zoom-out.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"/Users/david/git/TDDD83/tddd83/prototyper/package-lock.json", "JSON", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"/Users/david/git/TDDD83/tddd83/prototyper/sales.html", "HTML", 0, 0, 0, 0, 0, 0, 177, 0, 0, 0, 0, 4, 36, 217
"/Users/david/git/TDDD83/tddd83/prototyper/site.css", "CSS", 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 4, 22, 119
"/Users/david/git/TDDD83/tddd83/prototyper/ticket view.html", "HTML", 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 4, 20, 147
"/Users/david/git/TDDD83/tddd83/qrave/__init__.py", "Python", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 56
"/Users/david/git/TDDD83/tddd83/qrave/adminPages/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/david/git/TDDD83/tddd83/qrave/adminPages/admin.py", "Python", 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 110
"/Users/david/git/TDDD83/tddd83/qrave/adminPages/routes.py", "Python", 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 96
"/Users/david/git/TDDD83/tddd83/qrave/config.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 19
"/Users/david/git/TDDD83/tddd83/qrave/errors/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/david/git/TDDD83/tddd83/qrave/errors/handlers.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 22
"/Users/david/git/TDDD83/tddd83/qrave/flask_helpers.py", "Python", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22, 74
"/Users/david/git/TDDD83/tddd83/qrave/hostAdmin/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/david/git/TDDD83/tddd83/qrave/hostAdmin/forms.py", "Python", 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23, 206
"/Users/david/git/TDDD83/tddd83/qrave/hostAdmin/payments.py", "Python", 230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 57, 288
"/Users/david/git/TDDD83/tddd83/qrave/hostAdmin/routes.py", "Python", 308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 77, 397
"/Users/david/git/TDDD83/tddd83/qrave/main/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/david/git/TDDD83/tddd83/qrave/main/routes.py", "Python", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20, 64
"/Users/david/git/TDDD83/tddd83/qrave/models.py", "Python", 223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 286
"/Users/david/git/TDDD83/tddd83/qrave/static/meta/browserconfig.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 10
"/Users/david/git/TDDD83/tddd83/qrave/static/meta/icons/safari-pinned-tab.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 1, 54
"/Users/david/git/TDDD83/tddd83/qrave/static/meta/site.webmanifest", "JSON", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22
"/Users/david/git/TDDD83/tddd83/qrave/static/package-lock.json", "JSON", 0, 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 154
"/Users/david/git/TDDD83/tddd83/qrave/static/package.json", "JSON", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"/Users/david/git/TDDD83/tddd83/qrave/static/site.css", "CSS", 0, 0, 0, 242, 0, 0, 0, 0, 0, 0, 0, 12, 54, 308
"/Users/david/git/TDDD83/tddd83/qrave/swish/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/david/git/TDDD83/tddd83/qrave/swish/swish.py", "Python", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 36
"/Users/david/git/TDDD83/tddd83/qrave/templates/admin/scan.html", "HTML", 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 8, 80
"/Users/david/git/TDDD83/tddd83/qrave/templates/admin/stats.html", "HTML", 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 11, 161
"/Users/david/git/TDDD83/tddd83/qrave/templates/admin/statshome.html", "HTML", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 27
"/Users/david/git/TDDD83/tddd83/qrave/templates/errors/403.html", "HTML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"/Users/david/git/TDDD83/tddd83/qrave/templates/errors/404.html", "HTML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"/Users/david/git/TDDD83/tddd83/qrave/templates/errors/500.html", "HTML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"/Users/david/git/TDDD83/tddd83/qrave/templates/errors/lean.html", "HTML", 0, 0, 0, 0, 0, 0, 2868, 0, 0, 0, 0, 0, 20, 2888
"/Users/david/git/TDDD83/tddd83/qrave/templates/hostAdmin/account.html", "HTML", 0, 0, 0, 0, 0, 0, 143, 0, 0, 0, 0, 1, 26, 170
"/Users/david/git/TDDD83/tddd83/qrave/templates/hostAdmin/create_event.html", "HTML", 0, 0, 0, 0, 0, 0, 444, 0, 0, 0, 0, 16, 50, 510
"/Users/david/git/TDDD83/tddd83/qrave/templates/hostAdmin/events.html", "HTML", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 6, 30
"/Users/david/git/TDDD83/tddd83/qrave/templates/hostAdmin/handle_event.html", "HTML", 0, 0, 0, 0, 0, 0, 190, 0, 0, 0, 0, 2, 41, 233
"/Users/david/git/TDDD83/tddd83/qrave/templates/hostAdmin/ticket_sale.html", "HTML", 0, 0, 0, 0, 0, 0, 313, 0, 0, 0, 0, 2, 38, 353
"/Users/david/git/TDDD83/tddd83/qrave/templates/layout.html", "HTML", 0, 0, 0, 0, 0, 0, 234, 0, 0, 0, 0, 8, 26, 268
"/Users/david/git/TDDD83/tddd83/qrave/templates/main/about.html", "HTML", 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 19, 108
"/Users/david/git/TDDD83/tddd83/qrave/templates/main/contact.html", "HTML", 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 4, 46
"/Users/david/git/TDDD83/tddd83/qrave/templates/main/event.html", "HTML", 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 14, 103
"/Users/david/git/TDDD83/tddd83/qrave/templates/main/events.html", "HTML", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 11, 50
"/Users/david/git/TDDD83/tddd83/qrave/templates/main/faq.html", "HTML", 0, 0, 0, 0, 0, 0, 247, 0, 0, 0, 0, 2, 6, 255
"/Users/david/git/TDDD83/tddd83/qrave/templates/main/home.html", "HTML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 6
"/Users/david/git/TDDD83/tddd83/qrave/templates/main/host.html", "HTML", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 6, 31
"/Users/david/git/TDDD83/tddd83/qrave/templates/main/hosts.html", "HTML", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 2, 19
"/Users/david/git/TDDD83/tddd83/qrave/templates/main/terms.html", "HTML", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 4, 29
"/Users/david/git/TDDD83/tddd83/qrave/templates/users/account.html", "HTML", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 1, 39
"/Users/david/git/TDDD83/tddd83/qrave/templates/users/buy_tickets.html", "HTML", 0, 0, 0, 0, 0, 0, 176, 0, 0, 0, 0, 0, 26, 202
"/Users/david/git/TDDD83/tddd83/qrave/templates/users/forsale_tickets.html", "HTML", 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 5, 84
"/Users/david/git/TDDD83/tddd83/qrave/templates/users/login.html", "HTML", 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 1, 53
"/Users/david/git/TDDD83/tddd83/qrave/templates/users/register.html", "HTML", 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 2, 3, 83
"/Users/david/git/TDDD83/tddd83/qrave/templates/users/reservedtickets.html", "HTML", 0, 0, 0, 0, 0, 0, 162, 0, 0, 0, 0, 0, 27, 189
"/Users/david/git/TDDD83/tddd83/qrave/templates/users/reset_request.html", "HTML", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 1, 28
"/Users/david/git/TDDD83/tddd83/qrave/templates/users/reset_token.html", "HTML", 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 1, 41
"/Users/david/git/TDDD83/tddd83/qrave/templates/users/swish.html", "HTML", 0, 0, 0, 0, 0, 0, 131, 0, 0, 0, 0, 0, 9, 140
"/Users/david/git/TDDD83/tddd83/qrave/templates/users/tickets.html", "HTML", 0, 0, 0, 0, 0, 0, 219, 0, 0, 0, 0, 0, 20, 239
"/Users/david/git/TDDD83/tddd83/qrave/templates/users/usedtickets.html", "HTML", 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 3, 48
"/Users/david/git/TDDD83/tddd83/qrave/users/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/david/git/TDDD83/tddd83/qrave/users/forms.py", "Python", 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 103
"/Users/david/git/TDDD83/tddd83/qrave/users/routes.py", "Python", 342, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 87, 430
"/Users/david/git/TDDD83/tddd83/qrave/users/utils.py", "Python", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 34
"/Users/david/git/TDDD83/tddd83/requirements.txt", "pip requirements", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26
"/Users/david/git/TDDD83/tddd83/run.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"Total", "-", 1751, 25, 261, 2268, 2, 130, 8748, 307, 2230, 2384, 2382, 121, 4637, 25246